#	Name	Team	BB% BB% - Walk Percentage (BB/PA)	AVG AVG - Batting Average (H/AB)	OBP OBP - On Base Percentage	wRC+ wRC+ - Runs per PA scaled where 100 is average; both league and park adjusted; based on wOBA	PA PA - Plate Appearances	K% K% - Strikeout Percentage (SO/PA)	SLG SLG - Slugging Percentage	wOBA wOBA - Weighted On Base Average (Linear Weights)	OPS OPS - On Base + Slugging Percentage
28	James Wood	WSN	18.3%	.281	.419	169	246	28.5%	.566	.418	.985
29	JJ Bleday	CIN	14.6%	.270	.380	161	151	18.5%	.603	.415	.983
30	Byron Buxton	MIN	7.3%	.275	.336	162	220	25.5%	.635	.409	.971
31	Ryan Kreidler	MIN	2.1%	.326	.340	163	47	25.5%	.630	.412	.971
32	Ryan Jeffers	MIN	13.2%	.286	.385	164	91	18.7%	.584	.413	.969
33	Brice Turang	MIL	17.1%	.298	.416	164	234	24.4%	.539	.410	.956
34	Dillon Dingler	DET	6.4%	.295	.358	161	203	18.7%	.596	.408	.954
35	Donovan Walton	LAA	4.7%	.361	.391	162	64	15.6%	.557	.411	.948
36	Griffin Conine	MIA	8.7%	.250	.348	157	23	26.1%	.600	.404	.948
37	Yandy Díaz	TBR	10.1%	.339	.424	163	217	11.5%	.519	.411	.942
38	CJ Abrams	WSN	9.9%	.285	.378	155	233	18.9%	.555	.399	.933
39	Kyle Schwarber	PHI	14.7%	.231	.348	149	204	37.3%	.584	.392	.932
40	Dominic Canzone	SEA	7.9%	.288	.348	159	178	19.1%	.581	.395	.930
41	Luis Matos	MIL	12.5%	.429	.500	172	8	12.5%	.429	.422	.929
42	Nathaniel Lowe	CIN	13.3%	.287	.382	149	173	23.1%	.540	.397	.922
43	Brandon Lowe	PIT	11.5%	.264	.352	149	227	22.9%	.569	.392	.921
44	Endy Rodríguez	PIT	18.9%	.288	.425	158	74	20.3%	.492	.405	.916
45	TJ Rumfield	COL	9.8%	.292	.375	138	224	15.2%	.538	.394	.913
46	Santiago Espinal	LAD	0.0%	.391	.391	155	24	16.7%	.522	.398	.913
47	Pete Crow-Armstrong	CHC	8.6%	.286	.355	150	221	23.1%	.556	.388	.911
48	Jake Bauers	MIL	13.6%	.274	.384	151	198	25.3%	.524	.390	.908
49	Alex Jackson	MIN	0.0%	.385	.407	154	27	22.2%	.500	.399	.907
50	Bryce Eldridge	SFG	14.9%	.292	.395	153	114	18.4%	.510	.391	.905
51	Nate Eaton	BOS	22.2%	.143	.333	141	9	33.3%	.571	.384	.905
