#	Name	Team	BB% BB% - Walk Percentage (BB/PA)	AVG AVG - Batting Average (H/AB)	OBP OBP - On Base Percentage	wRC+ wRC+ - Runs per PA scaled where 100 is average; both league and park adjusted; based on wOBA	PA PA - Plate Appearances	K% K% - Strikeout Percentage (SO/PA)	SLG SLG - Slugging Percentage	wOBA wOBA - Weighted On Base Average (Linear Weights)	OPS OPS - On Base + Slugging Percentage
358	Noelvi Marte	CIN	7.7%	.139	.205	56	39	28.2%	.417	.267	.622
359	Oswald Peraza	LAA	0.9%	.255	.282	69	111	20.7%	.340	.276	.621
360	Brandon Nimmo	TEX	7.8%	.225	.294	76	153	19.6%	.326	.279	.620
361	Ben Williamson	TBR	8.0%	.238	.307	74	88	22.7%	.313	.282	.619
362	James Outman	2 Tms	4.2%	.239	.271	67	48	39.6%	.348	.272	.619
363	Joey Ortiz	MIL	9.4%	.238	.309	77	96	17.7%	.310	.281	.618
364	Carlos Cortes	ATH	9.2%	.218	.306	71	98	15.3%	.310	.283	.616
365	Jerar Encarnacion	SFG	5.0%	.263	.300	78	20	15.0%	.316	.277	.616
366	Sam Huff	BAL	0.0%	.231	.231	66	13	30.8%	.385	.263	.615
367	Luke Keaschall	MIN	8.0%	.216	.287	70	150	18.0%	.328	.276	.615
368	Cal Raleigh	SEA	13.5%	.179	.288	87	111	32.4%	.326	.280	.615
369	Miguel Andujar	SDP	5.1%	.213	.253	70	99	14.1%	.362	.261	.614
370	José Fermín	STL	9.5%	.255	.323	80	63	15.9%	.291	.281	.613
371	Edmundo Sosa	PHI	2.6%	.225	.260	63	78	17.9%	.352	.267	.612
372	Tyler O'Neill	BAL	10.7%	.197	.293	77	75	33.3%	.318	.279	.612
373	Sal Frelick	MIL	10.5%	.198	.287	71	133	14.3%	.324	.272	.611
374	Jo Adell	LAA	3.3%	.237	.291	68	151	25.8%	.317	.275	.608
375	Alex Bregman	CHC	13.0%	.205	.319	78	185	12.4%	.288	.279	.607
376	Jarred Kelenic	2 Tms	9.1%	.200	.273	69	33	39.4%	.333	.272	.606
377	Jimmy Crooks	STL	16.0%	.190	.320	82	25	24.0%	.286	.285	.606
378	Austin Martin	MIN	11.3%	.215	.315	73	124	18.5%	.290	.281	.604
379	Alex Call	LAD	12.7%	.234	.327	77	55	20.0%	.277	.281	.604
380	Taylor Trammell	HOU	4.2%	.244	.292	70	48	35.4%	.311	.271	.603
381	Jared Triolo	PIT	5.0%	.273	.310	67	60	33.3%	.291	.273	.601
382	Nathan Lukes	TOR	4.3%	.250	.304	72	69	24.6%	.297	.275	.601
383	Logan O'Hoppe	LAA	6.7%	.228	.295	67	89	30.3%	.304	.273	.599
384	Alejandro Osuna	TEX	9.9%	.224	.357	86	71	15.5%	.241	.293	.599
385	Brett Sullivan	COL	1.9%	.235	.245	33	54	16.7%	.353	.259	.598
386	Victor Scott II	STL	8.7%	.239	.313	76	104	19.2%	.284	.275	.597
387	Vinnie Pasquantino	KCR	12.6%	.195	.291	60	151	17.2%	.305	.268	.596
388	Jake Rogers	DET	15.4%	.190	.308	68	26	26.9%	.286	.272	.593
389	Ezequiel Tovar	COL	6.6%	.196	.254	36	122	29.5%	.339	.263	.593
390	Kyle Tucker	LAD	11.6%	.191	.290	71	155	21.9%	.301	.272	.592
391	J.C. Escarra	NYY	8.9%	.200	.267	64	45	20.0%	.325	.261	.592
392	Joe Mack	MIA	6.3%	.237	.286	63	63	23.8%	.305	.266	.591
393	Xander Bogaerts	SDP	6.6%	.222	.272	72	136	18.4%	.317	.264	.590
394	Gavin Sheets	SDP	8.0%	.175	.248	70	113	28.3%	.340	.261	.588
395	Chandler Simpson	TBR	4.3%	.260	.288	60	139	13.7%	.298	.261	.585
396	Kyle Farmer	ATL	0.0%	.250	.250	56	12	25.0%	.333	.254	.583
397	Freddy Fermin	SDP	9.5%	.159	.250	69	74	13.5%	.333	.261	.583
398	Max Schuemann	NYY	20.0%	.167	.333	79	15	20.0%	.250	.284	.583
399	Jake Meyers	HOU	7.6%	.230	.288	65	66	24.2%	.295	.265	.583
400	Jorbit Vivas	WSN	11.8%	.203	.316	71	76	17.1%	.266	.274	.581
401	Dansby Swanson	CHC	13.7%	.179	.288	70	146	17.8%	.293	.267	.580
402	Juan Brito	CLE	3.7%	.200	.259	63	27	33.3%	.320	.260	.579
403	Javier Báez	DET	2.9%	.219	.235	53	34	17.6%	.344	.249	.579
404	Joey Bart	2 Tms	2.9%	.219	.235	54	34	20.6%	.344	.249	.579
405	Nick Fortes	TBR	1.1%	.230	.264	57	92	8.7%	.310	.257	.574
406	Marcus Semien	NYM	6.3%	.195	.250	65	144	21.5%	.323	.255	.573
407	Alex Freeland	LAD	8.1%	.182	.259	61	86	32.6%	.312	.258	.571
408	Luis Rengifo	MIL	11.4%	.231	.317	66	105	8.6%	.253	.264	.570
409	Zach Cole	HOU	0.0%	.182	.206	53	34	41.2%	.364	.247	.570
410	Edouard Julien	COL	10.8%	.222	.306	38	111	27.9%	.263	.266	.569
411	Derek Hill	2 Tms	7.3%	.224	.283	60	55	29.1%	.286	.260	.569
412	Christian Vázquez	HOU	8.9%	.190	.264	57	90	18.9%	.304	.253	.568
413	Andruw Monasterio	BOS	13.7%	.182	.294	56	51	27.5%	.273	.265	.567
414	Steven Kwan	CLE	16.1%	.182	.321	70	137	10.9%	.245	.270	.566
415	Ramón Urías	STL	7.9%	.152	.263	67	38	15.8%	.303	.261	.566
416	Nasim Nuñez	WSN	10.7%	.208	.294	62	112	17.0%	.271	.260	.564
417	Denzel Clarke	ATH	7.7%	.227	.292	55	26	46.2%	.273	.260	.564
418	Willy Adames	SFG	5.1%	.192	.234	58	137	27.7%	.331	.248	.564
419	Carlos Narváez	BOS	7.2%	.190	.261	49	69	29.0%	.302	.255	.562
420	Zach Dezenzo	HOU	7.7%	.208	.269	58	26	34.6%	.292	.254	.561
421	Yohel Pozo	STL	0.0%	.222	.222	52	9	0.0%	.333	.240	.556
422	Cam Smith	HOU	12.8%	.167	.284	61	149	26.2%	.270	.259	.554
423	Luis Torrens	NYM	3.1%	.228	.290	66	64	20.3%	.263	.257	.553
424	Connor Joe	SEA	20.0%	.125	.300	79	30	36.7%	.250	.268	.550
425	Myles Straw	TOR	7.8%	.228	.286	56	64	15.6%	.263	.252	.549
426	Dylan Crews	WSN	1.9%	.180	.226	50	53	15.1%	.320	.243	.546
427	Mark Vientos	NYM	4.0%	.204	.242	56	99	22.2%	.301	.242	.543
428	Jorge Polanco	NYM	15.6%	.148	.281	66	32	18.8%	.259	.257	.541
429	Petey Halpin	CLE	0.0%	.231	.231	46	13	30.8%	.308	.234	.538
430	Yainer Diaz	HOU	3.8%	.204	.231	45	52	25.0%	.306	.235	.537
431	Connor Wong	BOS	10.3%	.188	.316	54	39	33.3%	.219	.263	.535
432	Colby Thomas	ATH	8.3%	.186	.255	44	48	29.2%	.279	.244	.534
433	Jace Jung	DET	16.7%	.200	.333	64	6	16.7%	.200	.265	.533
434	Esmerlyn Valdez	PIT	8.3%	.091	.167	37	12	41.7%	.364	.229	.530
435	Henry Davis	PIT	8.4%	.149	.232	44	83	18.1%	.297	.240	.529
436	Danny Jansen	TEX	6.9%	.160	.263	53	58	25.9%	.260	.245	.523
437	Jase Bowen	SDP	10.0%	.222	.300	61	10	20.0%	.222	.249	.522
438	Matt Wallner	MIN	6.0%	.167	.254	47	67	46.3%	.267	.242	.520
439	Caleb Durbin	BOS	5.3%	.175	.232	32	114	11.4%	.282	.231	.514
440	Hyeseong Kim	LAD	8.5%	.196	.259	45	59	28.8%	.255	.234	.514
441	Sam Haggerty	TEX	5.6%	.235	.278	48	18	27.8%	.235	.237	.513
442	TJ Friedl	CIN	8.6%	.152	.256	38	93	28.0%	.253	.240	.509
443	Adam Frazier	LAA	6.4%	.190	.244	37	47	29.8%	.262	.229	.506
444	Josh Smith	TEX	13.2%	.178	.283	51	53	15.1%	.222	.241	.505
445	Austin Wells	NYY	19.5%	.138	.305	55	82	24.4%	.200	.248	.505
446	Blake Perkins	MIL	9.5%	.132	.214	41	42	19.0%	.289	.227	.504
447	Nick Allen	HOU	2.8%	.212	.229	34	36	19.4%	.273	.220	.501
448	Daniel Johnson	HOU	0.0%	.250	.250	37	4	25.0%	.250	.223	.500
449	Johnathan Rodríguez	BAL	50.0%	.000	.500	125	4	25.0%	.000	.350	.500
450	Oliver Dunn	TBR	0.0%	.250	.250	34	4	25.0%	.250	.223	.500
451	Jeferson Quero	MIL	50.0%	.000	.500	124	2	0.0%	.000	.350	.500
452	Felix Reyes	PHI	0.0%	.143	.143	24	14	21.4%	.357	.210	.500
453	Denzer Guzman	LAA	0.0%	.227	.227	31	22	13.6%	.273	.220	.500
454	Patrick Bailey	2 Tms	7.9%	.174	.237	42	76	19.7%	.261	.226	.498
455	Blake Dunn	CIN	7.7%	.167	.231	29	65	23.1%	.267	.226	.497
456	Tyler Heineman	TOR	4.7%	.179	.238	39	43	25.6%	.256	.227	.495
457	Jordan Beck	COL	0.0%	.179	.172	-4	29	24.1%	.321	.204	.494
458	Jorge Barrosa	ARI	8.1%	.127	.200	32	62	27.4%	.291	.220	.491
459	Trevor Story	BOS	4.7%	.190	.224	23	85	32.9%	.266	.217	.489
460	Brooks Lee	MIN	6.3%	.173	.224	32	143	14.7%	.263	.219	.487
461	Jorge Mateo	ATL	5.6%	.206	.250	35	36	36.1%	.235	.223	.485
462	Tyler Stephenson	CIN	10.4%	.163	.250	29	96	27.1%	.233	.227	.483
463	Nick Castellanos	SDP	5.3%	.141	.187	32	75	25.3%	.296	.206	.482
464	Sterlin Thompson	COL	0.0%	.214	.267	12	30	30.0%	.214	.227	.481
